Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	% GC content	Gene type
ENSG00000254009	2	89872463	89872702	45.42	IG_V_pseudogene
ENSG00000169016	2	11444375	11466177	41.96	protein_coding
ENSG00000250036	2	89884740	89885216	49.27	IG_V_gene
ENSG00000226523	2	42680088	42680279	40.62	processed_pseudogene
ENSG00000215263	2	42532766	42533442	49.93	processed_pseudogene
ENSG00000176771	2	132671799	133568463	39.30	protein_coding
ENSG00000163072	2	168786539	168865514	41.13	protein_coding
ENSG00000228400	2	124016858	124025173	37.18	antisense
ENSG00000144026	2	95147330	95165413	46.72	protein_coding
ENSG00000264833	2	119169822	119170115	56.80	misc_RNA
ENSG00000188738	2	185738628	185833290	34.45	protein_coding
ENSG00000252674	2	124932915	124933020	46.23	rRNA
ENSG00000280260	2	239161797	239162357	67.38	protein_coding
ENSG00000152291	2	85318020	85328425	47.66	protein_coding
ENSG00000264764	2	102432289	102432366	48.72	miRNA
ENSG00000265429	2	113721290	113721368	37.97	miRNA
ENSG00000264297	2	64340747	64340848	51.96	miRNA
ENSG00000200028	2	76772909	76773045	44.53	rRNA
ENSG00000223245	2	41871271	41871388	56.78	snRNA
ENSG00000115966	2	175072250	175168382	36.05	protein_coding
ENSG00000251905	2	146145156	146145217	38.71	snRNA
ENSG00000236107	2	165957399	166301784	35.44	antisense
ENSG00000264229	2	121530881	121531007	45.67	snRNA
ENSG00000228585	2	5313740	5314134	43.04	processed_pseudogene
ENSG00000238295	2	177345858	177345961	45.19	snoRNA
ENSG00000264071	2	43492032	43492313	54.96	misc_RNA
ENSG00000244337	2	131958277	131965535	34.70	lincRNA
ENSG00000224128	2	5602505	5691488	40.78	antisense
ENSG00000206915	2	49233794	49233899	41.51	snRNA
ENSG00000230090	2	5618327	5691118	40.34	processed_transcript
ENSG00000115085	2	97713560	97739862	55.10	protein_coding
ENSG00000221055	2	113582959	113583096	29.71	miRNA
ENSG00000178623	2	240605431	240631259	52.73	protein_coding
ENSG00000232696	2	46078015	46078828	43.37	antisense
ENSG00000224646	2	74754670	74754819	59.33	processed_pseudogene
ENSG00000277306	2	140234737	140234923	43.32	misc_RNA
ENSG00000232090	2	112995517	112995937	46.32	processed_pseudogene
ENSG00000243847	2	23996795	23997085	53.95	misc_RNA
ENSG00000116106	2	221418027	221574202	40.26	protein_coding
ENSG00000168899	2	85584408	85593412	52.25	protein_coding
ENSG00000115520	2	197453423	197475308	41.73	protein_coding
ENSG00000136694	2	113005461	113008044	42.18	protein_coding
ENSG00000176887	2	5692667	5701385	47.75	protein_coding
ENSG00000253158	2	89252211	89252736	48.48	IG_V_pseudogene
ENSG00000253870	2	89253571	89254015	48.54	IG_V_pseudogene
ENSG00000207086	2	9615267	9615373	42.06	misc_RNA
ENSG00000273537	2	144520456	144520555	59.00	misc_RNA
ENSG00000231221	2	108049200	108052755	42.72	lincRNA
ENSG00000265145	2	28927067	28927144	46.15	snoRNA
ENSG00000231043	2	58460292	58462032	48.19	processed_pseudogene
ENSG00000212580	2	49888868	49888986	36.97	snoRNA
ENSG00000265301	2	35471405	35471486	36.59	miRNA
ENSG00000229890	2	108099110	108099492	53.52	processed_pseudogene
ENSG00000144231	2	127843551	127858157	45.35	protein_coding
ENSG00000243389	2	112589040	112614431	44.52	3prime_overlapping_ncRNA
ENSG00000136689	2	113107214	113134016	46.04	protein_coding
ENSG00000200086	2	55014418	55014521	36.54	snRNA
ENSG00000201102	2	177194983	177195095	44.25	misc_RNA
ENSG00000221628	2	207269275	207269424	28.67	miRNA
ENSG00000264857	2	101309450	101309534	41.18	miRNA
ENSG00000266354	2	212926257	212926336	53.75	miRNA
ENSG00000216191	2	50696172	50696262	40.66	miRNA
ENSG00000251971	2	238028971	238029063	32.26	snRNA
ENSG00000283636	2	63168600	63168847	52.02	misc_RNA
ENSG00000136542	2	157257598	157314211	39.42	protein_coding
ENSG00000252916	2	200899020	200899121	40.20	snRNA
ENSG00000271243	2	61575774	61576394	37.36	processed_pseudogene
ENSG00000265706	2	28927983	28928060	46.15	snoRNA
ENSG00000238788	2	127017421	127017482	33.87	snRNA
ENSG00000202400	2	231460371	231460440	37.14	snoRNA
ENSG00000243510	2	118016385	118016669	50.53	misc_RNA
ENSG00000207186	2	241584968	241585075	55.56	rRNA
ENSG00000077232	2	182716041	182794464	36.39	protein_coding
ENSG00000212204	2	33285769	33285887	45.38	rRNA
ENSG00000234732	2	161931199	161931466	47.76	processed_pseudogene
ENSG00000271590	2	111210995	111212476	38.39	lincRNA
ENSG00000270820	2	61471188	61484130	44.62	antisense
ENSG00000225744	2	111607841	111612518	46.28	lincRNA
ENSG00000222826	2	138863597	138863895	49.16	misc_RNA
ENSG00000242076	2	89266494	89268506	42.72	IG_V_gene
ENSG00000238357	2	167631480	167631541	37.10	snRNA
ENSG00000221238	2	70252918	70253005	52.27	miRNA
ENSG00000230646	2	130427731	130429225	63.21	processed_pseudogene
ENSG00000202344	2	55951654	55952014	52.91	misc_RNA
ENSG00000253860	2	89275298	89275787	49.18	IG_V_pseudogene
ENSG00000178568	2	211375717	212538841	34.69	protein_coding
ENSG00000228496	2	11681460	11683328	54.47	sense_intronic
ENSG00000136696	2	113022091	113052867	41.29	protein_coding
ENSG00000240671	2	88992409	88992931	49.71	IG_V_gene
ENSG00000207383	2	112579484	112579584	41.58	misc_RNA
ENSG00000178162	2	130416755	130431363	40.63	transcribed_unprocessed_pseudogene
ENSG00000266705	2	181305593	181305652	53.33	miRNA
ENSG00000271569	2	97355059	97355335	49.82	IG_V_pseudogene
ENSG00000223118	2	123869256	123869570	50.79	misc_RNA
ENSG00000237261	2	14530941	14531223	55.48	misc_RNA
ENSG00000231240	2	130036958	130038422	63.89	processed_pseudogene
ENSG00000138379	2	190055697	190062729	32.85	protein_coding
ENSG00000078018	2	209424058	209734118	35.90	protein_coding
ENSG00000229647	2	207239650	207245887	45.13	lincRNA
ENSG00000152086	2	130191743	130198461	51.75	protein_coding
ENSG00000124356	2	73828916	73873659	42.10	protein_coding
ENSG00000232893	2	236391074	236392388	43.65	antisense
ENSG00000238813	2	166123494	166123597	41.35	misc_RNA
ENSG00000253461	2	89286689	89286973	48.77	IG_V_pseudogene
ENSG00000238371	2	15903669	15903772	43.27	snoRNA
ENSG00000223318	2	164895677	164895777	44.55	rRNA
ENSG00000253487	2	89295233	89295455	47.53	IG_V_pseudogene
ENSG00000228206	2	225698254	225698539	42.66	processed_pseudogene
ENSG00000227157	2	104411201	104415612	38.03	lincRNA
ENSG00000263881	2	110284853	110284943	58.24	miRNA
ENSG00000207117	2	159536244	159536346	42.72	misc_RNA
ENSG00000232002	2	242047695	242084138	45.15	lincRNA
ENSG00000237940	2	241970683	241977276	51.15	lincRNA
ENSG00000233370	2	110184054	110185179	49.56	processed_pseudogene
ENSG00000270450	2	97372532	97372835	54.28	IG_V_pseudogene
ENSG00000274049	2	74455088	74460884	54.58	protein_coding
ENSG00000225328	2	108167748	108217841	37.57	antisense
ENSG00000236877	2	108226015	108226331	38.80	processed_pseudogene
ENSG00000270846	2	27896116	27897195	51.39	processed_pseudogene
ENSG00000206836	2	197447745	197447851	42.99	snRNA
ENSG00000223522	2	28307691	28310459	45.18	antisense
ENSG00000249909	2	178092503	178104470	39.41	unitary_pseudogene
ENSG00000115274	2	74455023	74457960	53.10	protein_coding
ENSG00000236664	2	177953111	178011989	37.70	sense_intronic
ENSG00000213148	2	173431349	173431812	52.80	processed_pseudogene
ENSG00000196228	2	108247195	108265351	37.85	protein_coding
ENSG00000214025	2	153158938	153159683	42.76	processed_pseudogene
ENSG00000226831	2	131395217	131395542	66.26	processed_pseudogene
ENSG00000180902	2	241734579	241768816	56.88	protein_coding
ENSG00000278418	2	177313806	177313882	48.05	miRNA
ENSG00000252845	2	96956708	96956815	57.41	rRNA
ENSG00000138442	2	202874782	203014798	39.21	protein_coding
ENSG00000234143	2	233647926	233649026	45.41	unprocessed_pseudogene
ENSG00000232526	2	42463139	42463997	47.38	processed_pseudogene
ENSG00000238004	2	154459857	154460820	40.04	lincRNA
ENSG00000278537	2	97376674	97376973	53.33	IG_V_pseudogene
ENSG00000224814	2	233693434	233708699	38.79	antisense
ENSG00000236153	2	180979427	180980090	46.54	antisense
ENSG00000201070	2	98782410	98782548	37.41	snRNA
ENSG00000263641	2	231362708	231362793	29.07	miRNA
ENSG00000201875	2	205900630	205900958	50.15	misc_RNA
ENSG00000144029	2	95087207	95149434	42.25	protein_coding
ENSG00000283222	2	64340759	64340839	51.85	miRNA
ENSG00000238962	2	10815485	10815546	41.94	snRNA
ENSG00000231254	2	212832161	212832945	68.54	processed_pseudogene
ENSG00000200488	2	76445079	76445410	58.43	misc_RNA
ENSG00000277764	2	70900155	70900351	60.91	misc_RNA
ENSG00000237666	2	106470799	106477669	40.40	unprocessed_pseudogene
ENSG00000214199	2	106697331	106698676	46.58	processed_pseudogene
ENSG00000228079	2	64086353	64088246	39.55	lincRNA
ENSG00000239862	2	89297264	89297785	50.38	IG_V_gene
ENSG00000237016	2	173575110	173576341	41.56	processed_pseudogene
ENSG00000232034	2	100822661	100847220	43.86	sense_intronic
ENSG00000276828	2	189625443	189626259	46.14	unprocessed_pseudogene
ENSG00000243135	2	233729108	233773299	43.21	protein_coding
ENSG00000270187	2	97386082	97386368	48.43	IG_V_pseudogene
ENSG00000184611	2	162371407	162838730	35.03	protein_coding
ENSG00000115556	2	218607765	218637184	47.37	protein_coding
ENSG00000264089	2	12199130	12199201	51.39	miRNA
ENSG00000253592	2	89309898	89310144	45.75	IG_V_pseudogene
ENSG00000271639	2	233545482	233547032	42.04	processed_pseudogene
ENSG00000277628	2	109124357	109124609	55.34	misc_RNA
ENSG00000283238	2	188978093	188978161	30.43	miRNA
ENSG00000200763	2	20175805	20175909	40.00	snRNA
ENSG00000242371	2	89319625	89320146	49.43	IG_V_gene
ENSG00000243125	2	223248498	223248794	50.51	misc_RNA
ENSG00000200390	2	127829747	127829852	42.45	misc_RNA
ENSG00000201737	2	200775584	200775750	43.11	snRNA
ENSG00000226994	2	34799850	35185689	35.09	lincRNA
ENSG00000128692	2	170751805	170752788	39.94	processed_pseudogene
ENSG00000172478	2	240886048	240896889	62.73	protein_coding
ENSG00000273118	2	212581357	213021545	37.14	sense_overlapping
ENSG00000135913	2	218450251	218568361	39.62	protein_coding
ENSG00000178836	2	233754305	233755345	51.39	transcribed_processed_pseudogene
ENSG00000115145	2	152116801	152175992	39.09	protein_coding
ENSG00000280119	2	242001209	242006013	49.74	TEC
ENSG00000279809	2	233865496	233867359	43.51	TEC
ENSG00000223824	2	189917254	189917758	35.64	processed_pseudogene
ENSG00000155636	2	178112424	178139011	36.95	protein_coding
ENSG00000277396	2	47383160	47383421	56.11	misc_RNA
ENSG00000144182	2	99154955	99163157	41.30	protein_coding
ENSG00000143882	2	10721649	10785110	49.73	protein_coding
ENSG00000273962	2	89330110	89330429	53.12	IG_V_gene
ENSG00000222724	2	88016354	88016547	38.66	snRNA
ENSG00000212168	2	57544535	57544599	29.23	snoRNA
ENSG00000119782	2	24049701	24063681	48.23	protein_coding
ENSG00000151360	2	3658195	3702671	44.43	protein_coding
ENSG00000224058	2	47731402	47732035	42.11	processed_pseudogene
ENSG00000236549	2	47883455	47883909	40.22	processed_pseudogene
ENSG00000230391	2	115468056	115468938	49.04	processed_pseudogene
ENSG00000198203	2	108288639	108309915	44.42	protein_coding
ENSG00000145063	2	11105317	11132821	49.31	lincRNA
ENSG00000233286	2	120212935	120213275	38.71	processed_pseudogene
ENSG00000163295	2	232456123	232460032	62.56	protein_coding
ENSG00000128708	2	171922448	171983682	39.93	protein_coding
ENSG00000196659	2	177548998	177553014	43.32	protein_coding
ENSG00000228837	2	154940541	154941067	38.71	processed_pseudogene
ENSG00000230991	2	154965513	154968003	35.45	lincRNA
ENSG00000232982	2	155263458	155263724	44.57	processed_pseudogene
ENSG00000231557	2	198882573	199071791	35.93	lincRNA
ENSG00000230406	2	221592441	221592861	48.93	processed_pseudogene
ENSG00000234446	2	221637543	221641813	37.98	lincRNA
ENSG00000197635	2	161992241	162074542	39.67	protein_coding
ENSG00000143942	2	53767792	53775196	39.11	protein_coding
ENSG00000115365	2	210431249	210477652	38.12	protein_coding
ENSG00000082153	2	200810594	200827338	41.12	protein_coding
ENSG00000170485	2	100820152	100996829	45.83	protein_coding
ENSG00000214081	2	130680050	130685863	46.59	transcribed_unprocessed_pseudogene
ENSG00000130294	2	240713764	240820308	58.61	protein_coding
ENSG00000237320	2	34998273	35000160	35.54	lincRNA
ENSG00000283164	2	230924567	230929919	56.10	antisense
ENSG00000244528	2	242122287	242122469	39.34	processed_pseudogene
ENSG00000271153	2	242175181	242175634	49.78	processed_pseudogene
ENSG00000115211	2	27364352	27370486	50.64	protein_coding
ENSG00000233594	2	55435156	55435622	44.75	processed_pseudogene
ENSG00000198925	2	219209772	219229717	55.14	protein_coding
ENSG00000119185	2	9403475	9423547	45.09	protein_coding
ENSG00000199508	2	164858432	164858546	52.17	rRNA
ENSG00000214429	2	78412793	78413094	46.03	processed_pseudogene
ENSG00000263752	2	241477905	241477982	28.21	miRNA
ENSG00000163009	2	10141382	10211725	51.61	lincRNA
ENSG00000235951	2	204065706	204067363	39.63	processed_pseudogene
ENSG00000207069	2	25008845	25008946	45.10	misc_RNA
ENSG00000231063	2	210088226	210089064	44.93	processed_pseudogene
ENSG00000243147	2	27771717	27988087	39.12	protein_coding
ENSG00000213104	2	197379701	197380892	44.21	processed_pseudogene
ENSG00000186235	2	238224552	238231677	54.70	processed_transcript
ENSG00000225369	2	159462417	159463256	41.67	processed_pseudogene
ENSG00000158417	2	99337353	99401326	38.48	protein_coding
ENSG00000180398	2	46901870	46941855	45.38	protein_coding
ENSG00000250011	2	230515023	230515638	40.42	processed_pseudogene
ENSG00000271097	2	87301658	87302251	39.39	processed_pseudogene
ENSG00000175084	2	219418377	219426739	55.28	protein_coding
ENSG00000114993	2	74425836	74442422	53.87	protein_coding
ENSG00000196843	2	96536743	96552638	55.33	protein_coding
ENSG00000136695	2	113058638	113065382	49.58	protein_coding
ENSG00000233766	2	191846539	192044525	37.59	antisense
ENSG00000234932	2	152850653	152850824	43.02	processed_pseudogene
ENSG00000228563	2	31526942	31563464	38.74	antisense
ENSG00000232377	2	143937073	143964156	36.67	antisense
ENSG00000135905	2	224765090	225042445	39.37	protein_coding
ENSG00000135900	2	223957404	223967714	37.45	protein_coding
ENSG00000231420	2	150234892	150257007	37.92	lincRNA
ENSG00000236007	2	211778273	211779763	41.65	processed_pseudogene
ENSG00000227623	2	103275904	103276138	41.28	processed_pseudogene
ENSG00000233105	2	94964473	94964836	50.00	unprocessed_pseudogene
ENSG00000261012	2	20999313	21000917	38.38	lincRNA
ENSG00000224627	2	83594956	83595243	43.40	processed_pseudogene
ENSG00000271991	2	19902025	19902569	46.06	lincRNA
ENSG00000277171	2	79547151	79548128	33.03	unprocessed_pseudogene
ENSG00000204872	2	73700576	73701340	55.42	polymorphic_pseudogene
ENSG00000229385	2	79493716	79500844	35.64	antisense
ENSG00000144119	2	119156243	119158889	67.59	protein_coding
ENSG00000172016	2	79157003	79159753	49.07	protein_coding
ENSG00000229229	2	70402934	70422678	41.92	antisense
ENSG00000278083	2	222945930	222946388	38.13	processed_pseudogene
ENSG00000231189	2	223498773	223504611	38.09	lincRNA
ENSG00000150540	2	137964020	138016364	36.83	protein_coding
ENSG00000138029	2	26243170	26290468	41.22	protein_coding
ENSG00000223523	2	188598791	188839445	34.82	sense_overlapping
ENSG00000135919	2	223975112	224039319	43.21	protein_coding
ENSG00000197756	2	216498189	216579180	44.46	protein_coding
ENSG00000276949	2	240672530	240672812	72.44	processed_pseudogene
ENSG00000248821	2	95413456	95414296	57.19	unprocessed_pseudogene
ENSG00000144035	2	73640832	73642393	52.62	protein_coding
ENSG00000168883	2	85602856	85649282	46.55	protein_coding
ENSG00000115419	2	190880827	190965552	35.11	protein_coding
ENSG00000227331	2	158548425	158549224	50.75	processed_pseudogene
ENSG00000115561	2	86503431	86563479	40.96	protein_coding
ENSG00000241399	2	159768630	159798255	38.74	protein_coding
ENSG00000241520	2	216483032	216487196	46.60	antisense
ENSG00000153563	2	86784610	86808396	46.90	protein_coding
ENSG00000229920	2	63642455	63644038	37.69	transcribed_processed_pseudogene
ENSG00000175509	2	113667478	113668621	59.09	processed_pseudogene
ENSG00000235321	2	169100743	169101210	38.68	antisense
ENSG00000184492	2	113498665	113501155	58.29	protein_coding
ENSG00000236259	2	68125265	68125747	48.24	processed_pseudogene
ENSG00000283058	2	50620963	50632993	34.69	antisense
ENSG00000239402	2	130429827	130441413	42.89	transcribed_unprocessed_pseudogene
ENSG00000276200	2	196289409	196289707	52.84	misc_RNA
ENSG00000243478	2	200695917	200794239	42.50	unitary_pseudogene
ENSG00000205500	2	26984776	27014612	43.60	processed_transcript
ENSG00000227542	2	191229165	191246172	42.43	lincRNA
ENSG00000232531	2	91747940	91748986	53.39	processed_pseudogene
ENSG00000222496	2	206221315	206221634	49.06	misc_RNA
ENSG00000123636	2	159318979	159616692	36.16	protein_coding
ENSG00000238542	2	178831371	178831449	32.91	snRNA
ENSG00000115163	2	26764289	26801067	48.97	protein_coding
ENSG00000251850	2	69181897	69182003	54.21	rRNA
ENSG00000143977	2	70281362	70293771	41.09	protein_coding
ENSG00000252015	2	141167257	141167357	35.64	snRNA
ENSG00000212581	2	185661774	185661906	42.11	snoRNA
ENSG00000135899	2	230167293	230225729	42.37	protein_coding
ENSG00000158428	2	218356856	218368099	52.07	protein_coding
ENSG00000244384	2	232649849	232650136	58.68	misc_RNA
ENSG00000212182	2	114005440	114005655	50.46	snoRNA
ENSG00000271070	2	108367116	108367938	37.30	processed_pseudogene
ENSG00000225619	2	2319232	2327110	40.93	antisense
ENSG00000227597	2	108276812	108277942	48.36	processed_pseudogene
ENSG00000227992	2	111203964	111206215	37.66	processed_pseudogene
ENSG00000266059	2	20175346	20175639	54.76	misc_RNA
ENSG00000226928	2	111295629	111296046	49.76	processed_pseudogene
ENSG00000250741	2	18555545	18589564	38.33	protein_coding
ENSG00000278524	2	218341911	218341980	58.57	miRNA
ENSG00000222923	2	114420125	114420302	38.20	snRNA
ENSG00000144481	2	233917398	234019522	43.50	protein_coding
ENSG00000232337	2	161048606	161050546	39.72	processed_pseudogene
ENSG00000229744	2	178017993	178018465	52.43	processed_pseudogene
ENSG00000271003	2	95607073	95616592	38.72	unprocessed_pseudogene
ENSG00000207170	2	18583367	18583468	37.25	snRNA
ENSG00000265694	2	168582943	168583018	34.21	miRNA
ENSG00000237281	2	218326889	218357966	50.87	antisense
ENSG00000127838	2	218270392	218346793	51.32	protein_coding
ENSG00000199251	2	207680533	207680639	37.38	snRNA
ENSG00000235118	2	206642418	206649449	37.49	protein_coding
ENSG00000264010	2	11540605	11540677	53.42	miRNA
ENSG00000225398	2	113541937	113563298	40.75	unprocessed_pseudogene
ENSG00000135945	2	99400475	99490035	39.33	protein_coding
ENSG00000233829	2	46003942	46004309	44.02	processed_pseudogene
